X,Y,OBJECTID,COLS_KEY,LSN,POI_NAME,POI_TYPE,POI_SOURCE,PRIMARY_USE,ALT_GEOM,PHONE_NUM,GLOBALID,WEBSITE,OB_GYN,PEDIATRICS,PRIMARY_CARE,SUTQ_RATING,SNAP,WIC
1807273.59310755,719495.110414982,20424460,1317416,2830 FISHER RD D,Capital City Appliance Service,Retail - Commercial/Retail,,Y,N,,{DEA9D6C6-FE1E-494D-AE68-5A26E469AECD},,,,,,,
1799816.89148556,720584.600690067,20424461,1297576,3705 BUSINESS PARK DR,Messer Construction ,Office - Corporate,,Y,N,,{E80B3B7E-2935-48DF-A48B-3DEEE918339B},,,,,,,
1814044.41814855,747480.358250141,20424462,664823,1175 OLD HENDERSON RD,Aspen Ski & Board,Retail - Commercial/Retail,,Y,N,,{ED75ED26-47B4-4D4C-9975-C206684CC0E2},,,,,,,
1824948.54332189,729118.76505214,20424463,1298357,154 OVAL MALL N,Derby Hall,Education - College/University,OSU,Y,N,,{3DCD95D4-9EF2-4F55-8273-7257B574FB37},,,,,,,
1814445.58270055,724827.172257394,20424464,1285718,1613 W 5TH AVE,Villa Barber Salon,Retail - Services,,Y,N,,{8C406ABC-ADBB-4DB8-80D3-99B840421E98},,,,,,,
1794804.34081514,699480.37452589,20424465,987474,1675 GEORGESVILLE SQUARE DR,Lowe's,Retail - Department Store,,Y,N,,{B60E67B9-2320-4022-85C4-D4FD345F1E03},,,,,,,
1851916.16983272,711233.74964115,20424466,810755,927 S JAMES RD,Creative Minds Learning Academy,Education - Daycare,ODJFS 400352,,N,614-237-9596,{E2B3EDA5-E01A-44B3-B809-92C89B76528C},,,,,3,,
1868979.74528556,723617.103155226,20424467,848822,408 MORRISON RD,Pacific Gaming,Retail - Commercial/Retail,,Y,N,,{B0C24E3E-9511-4FC5-A1DC-659DFB6907DA},,,,,,,
1828052.91933097,715489.732598975,20424468,899720,49 N HIGH ST,Lash Spa Studio,Retail - Services,,Y,N,6149146099,{839C980B-A66A-474A-83AC-F8E7581216B2},,,,,,,
1825066.27044864,724198.799826473,20424469,1232854,233 W 5TH AVE,Las Maravillas,Retail - Grocery,,Y,N,,{CBD4E4A0-8FD4-41A1-9AE7-DE452CEA784D},,,,,,Y,
1809776.42898114,751845.350832477,20424470,445629,5151 REED RD,Kenneth's Academy Hair Salon,Education - Vocational,,Y,N,,{E619C138-C3EA-4396-A1BC-20687B0571C5},,,,,,,
1825610.38714255,734093.377806306,20424471,660855,35 E HUDSON ST,Jackson Hewitt Tax Service,Retail - Services,,Y,N,330-314-4330,{9FD6422B-8094-4041-8109-4D28BD9E3BE8},,,,,,,
1786594.22993881,725639.633230895,20424472,1178710,1918 HILLIARD & ROME RD,Famous Footwear,Retail - Commercial/Retail,,Y,N,,{71FC902C-33E4-4298-8094-FB19C51A0CF0},,,,,,,
1866838.35750797,755284.321316734,20424473,1240719,5729 N HAMILTON RD,Scrambler Marie's,Retail - Restaurant,,Y,N,,{E09D3AFE-BBCA-4FA3-92A9-0DBC58378B57},,,,,,,
1817384.08863455,715614.169686064,20424474,1035865,286 N CENTRAL AVE,Something New Auto Sales,Retail - Commercial/Retail,,Y,N,,{D6A80868-6FF5-4253-A3B7-0C333D1765D3},,,,,,,
1817457.38048272,752069.353993401,20424475,667090,760 BETHEL RD,McDonald's,Retail - Restaurant,,Y,N,,{9F43E4E9-057C-44E5-928B-AA87697FAFA4},,,,,,,
1824019.39951089,740237.371095732,20424476,1179061,3389 N HIGH ST,Urban Acupuncture Center,Medical - Other,,Y,N,614-725-2488,{ADA3D023-93A6-42DC-B3D5-5BF926321BA6},,,,,,,
1831302.56670305,772195.02371572,20424477,1231512,947 WORTHINGTON WOODS LOOP RD,Lucas Financial Services,Office - Corporate,,Y,N,,{220D4E29-B0FD-4648-A6B1-9CFE1FC396DF},,,,,,,
1809722.89693597,761627.675099805,20424478,447455,2825 W DUBLIN-GRANVILLE RD,Army National Guard,Government - Military,,Y,N,,{BF497BC9-4557-4C21-AB9F-185870E9D4E4},,,,,,,
1831966.43807872,765281.342989311,20424479,873186,1080 KINGSMILL PKWY,Anago Cleaning Systems,Retail - Services,,Y,N,614-430-9501,{0F56A160-FDC6-4F84-A86F-95FAE4AA010C},,,,,,,
1830945.49589489,781549.102120399,20424480,1178122,1089 POLARIS PKWY,Cold Stone Creamery,Retail - Restaurant,,Y,N,6145058999,{1B9E7BF4-B8DE-4472-A0C0-7F5333C87C79},,,,,,,
1808782.41653347,720339.381364226,20424481,256003,2609 MCKINLEY AVE,Columbus Police Div - SWAT & Mounted Horse Unit,Emergency Response - Police,COC,Y,N,,{923EDD21-3670-44E5-A5BB-D2961C480BD3},,,,,,,
1829009.42562005,755584.355165482,20424482,521677,5275 SINCLAIR RD,Atlas Industrial Contractors,Office - Corporate,,Y,N,,{EA02D146-A678-43A5-9858-E89A5BD1E4AF},,,,,,,
1812823.24998721,709718.035480976,20424483,1323970,2100 SULLIVANT AVE,Dollar General,Retail - Commercial/Retail,,Y,N,6142240886,{3915FFDD-3411-4467-9D8D-8A2A39081DD7},,,,,,Y,
1861863.2880618,701383.345785558,20424484,440455,2441 S HAMILTON RD,Steak 'n Shake,Retail - Restaurant,,Y,N,,{16754419-D146-40B3-BE35-5E3D9642534C},,,,,,,
1827489.31317472,686194.365992978,20424485,1240915,67 GREAT SOUTHERN BLVD S,Ohio Thrift Store,Retail - Commercial/Retail,,Y,N,,{72D3F460-00A5-4D66-B6E0-2B350A7C1785},,,,,,,
1832711.66395047,703148.739564478,20424486,484350,1653 PARSONS AVE,Faith Tabernacle IPCC,Public Places - House of Worship,,Y,N,,{1325A4A5-75C0-4A50-B9E1-61FBFF84D4A8},,,,,,,
1830326.32882614,698590.369744226,20424487,645470,2230 S 3RD ST,Hirschvogel ,Industrial - Manufacturing,CBLD1708601,Y,N,614-445-6060,{0AE179A8-3D25-41CC-882B-9C6C60632051},,,,,,,
1826775.40220097,752390.948494554,20424488,1288867,500 MORSE RD BLDG 12,Ohio School for Deaf,Education - Other,,Y,N,,{5D590B07-3C14-4944-BD5C-804202081FE8},,,,,,,
1837040.64118488,699427.73027423,20424489,463680,1000 BUCKEYE PARK RD,TerraSmart,Industrial - Manufacturing,,Y,N,6148400225,{B8AA48B4-25D8-48C1-B7DE-F35C1E3EE05F},,,,,,,
1819721.40416989,741602.367709562,20424490,488060,3660 OLENTANGY RIVER RD,Olentangy Church,Public Places - House of Worship,,Y,N,,{049A6235-7E97-479A-8EEC-0F3434CE9A5C},,,,,,,
1826799.97531456,697439.741468057,20424491,1267564,395   FRANK RD,Complete Resources ,Office - Corporate,,Y,N,,{13DC2E4D-2E20-4EF4-B1AB-B112BDCA5F07},,,,,,,
1848694.3380218,723317.942992389,20424492,73450,2860 E 5TH AVE,Living Hope Omega Ministries,Public Places - House of Worship,,Y,N,,{93C6F060-3A25-4D64-9073-45DB0F07B001},,,,,,,
1800879.73220764,713311.58669281,20424493,1255038,3638 SOLDANO BLVD,Saturday's,Retail - Services,,Y,N,6142933882,{5045B179-F5D9-4BC1-BA0E-FBC4A5857964},,,,,,,
1871332.66938548,723010.72411865,20424494,547821,5752 WESTBOURNE AVE,Extreme Stitch ,Retail - Commercial/Retail,,Y,N,,{D3221444-7ACA-468A-815A-AD374AE4F00B},,,,,,,
1829749.87919164,763921.691509143,20424495,1208564,789 BUSCH CT,Office Supply Store,Retail - Commercial/Retail,,Y,N,6142283354,{3CD3728B-4704-413D-B654-F82453E782C0},,,,,,,
1838392.92850655,736821.916968644,20424496,690970,2682 CLEVELAND AVE,Buzy Bee Childcare,Education - Daycare,ODJFS 400846,,N,614-372-5029,{E403BBBD-4570-46EA-97C4-64AB3388D9FD},,,,,0,,
1844150.41699155,766407.332535222,20424497,885383,2700 CORPORATE EXCHANGE DR,Embassy Suites by Hilton Columbus,Retail - Hotel/Motel,,Y,N,,{67971A37-B9F4-449B-A84C-15EDC565450F},,,,,,,
1846230.58999656,690606.71445173,20424498,503045,2400 CREEKWAY DR,Container Port Group,Retail - Commercial/Retail,,Y,N,,{226602BB-F307-41E8-BB8B-C3DE5471FEE7},,,,,,,
1830062.38250364,733498.377355888,20424499,1237785,2385 SILVER DR,NTB,Retail - Commercial/Retail,,Y,N,,{701C0EA2-BCFD-4FCE-A502-48E9C2103475},,,,,,,
1845263.32355839,709774.359843388,20424500,630532,2135 E LIVINGSTON AVE,Popeye's ,Retail - Restaurant,,Y,N,,{526B217F-9DA9-400B-8DAB-1057241127F3},,,,,,,
1833191.70662555,718211.749136567,20424501,887165,720 MT VERNON AVE,Shiloh Baptist Church,Public Places - House of Worship,,Y,N,,{C291AF31-4D75-4E7E-935D-EED0D1897A97},,,,,,,
1828327.35283722,712953.377763554,20424502,785659,275 S HIGH ST,Schiff Lot,Transportation - Parking Lot/Garage,,Y,N,,{941107F5-5BCA-401E-B332-3A27DF468835},https://columbusparking.spplus.com/Columbus-Downtown-Parking.html,,,,,,
1808384.24606997,712653.083088562,20424503,797355,2650 W BROAD ST,Lee's Little Hilltop Barbershop,Retail - Services,,Y,N,614-545-5500,{9A496997-0782-4BCD-90DA-D5422DB75BAA},,,,,,,
1827794.06584606,715594.586063817,20424504,874606,36 W GAY ST,B. Loved Bridal Boutique,Retail - Commercial/Retail,,Y,N,614-395-4437,{FA9281A1-E725-448F-8F99-C50EEF3BE4C4},,,,,,,
1814396.44631588,761858.3403209,20424505,509733,2278 W DUBLIN-GRANVILLE RD,Capitol Copy,Retail - Services,,Y,N,6148374608,{6A1B614C-4FC7-4235-9661-26A7FC47E2E3},,,,,,,
1828367.05649798,712459.632359982,20424506,1275316,345 S HIGH ST,Franklin County Common Pleas Courthouse,Government - County,Franklin County Location Information,Y,N,,{90FF821E-14F2-4D47-9610-EB78F797F442},,,,,,,
1828040.17132497,725094.670081973,20424507,1312008,175 E 7TH AVE,Schoenbaum Family Center,Education - Daycare,ODJFS 410170,,N,614-247-7488,{865A5DD8-3113-44E7-B7C2-A67EA15E416C},,,,,5,,
1803531.46082805,765918.327279642,20424508,872774,2705 FEDERATED BLVD,Petco,Retail - Commercial/Retail,,Y,N,,{63CEA8EA-263A-4C70-A0F3-3AAE0C1A01D0},,,,,,,
1823918.40168139,741301.369295806,20424509,645505,3530 N HIGH ST,Pizza Hut,Retail - Restaurant,,Y,N,,{1E6FBC9B-B975-4F7C-93A6-6643640BEED3},,,,,,,
1842369.41661656,764329.335706979,20424510,769038,6105 CLEVELAND AVE,Gerber Collision and Glass,Retail - Services,,Y,N,,{4E2AF35C-BC5B-4063-9794-5F699B063649},,,,,,,
1828330.39876288,740666.371878147,20424511,630798,3350 INDIANOLA AVE,Huntington Bank,Office - Bank,,Y,N,,{0AFC4041-98B8-40E3-96AF-2DDA870CA80F},,,,,,,
1850295.39059398,757470.33466123,20424512,703021,3675 CORPORATE DR,Breezeline,Office - Corporate,,Y,N,6142620988,{F942C2CE-3397-4B1C-B689-1E5F9B0360C6},,,,,,,
1823654.36710447,721471.380740643,20424513,588312,920 MICHIGAN AVE,MAPSYS - Managed IT Services,Office - Corporate,,Y,N,,{602D4EF7-003C-4AC8-A505-0C306A40F323},,,,,,,
1878795.65445948,723665.959028646,20424514,565578,225 BUSINESS CENTER DR,Solartees,Retail - Commercial/Retail,,Y,N,,{E7C4FDE6-6AF0-4BEB-812E-155C95B22BAC},,,,,,,
1838891.69030431,718217.736329317,20424515,810873,1440 HAWTHORNE AVE,Buckeye Radiation Oncology,Medical - Other,,Y,N,614-258-8898,{E689470E-39A7-4784-B043-A35A88205661},,,,,,,
1786877.35798147,708601.375968888,20424516,229606,376 OLD RANCH CT,"Yorro, Marisol",Education - Daycare,ODJFS 981760945,,N,614-805-9815,{B46DF8C6-23FD-45D4-A088-5F4D88C4C1EF},,,,,1,,
1823136.64930789,726591.204818562,20424517,1270784,453 W 10TH AVE,Atwell Hall,Education - College/University,OSU,Y,N,,{7B51B797-FF94-4038-B58C-7BB356D4698C},,,,,,,
1827108.35855605,716535.378801644,20424518,445509,202 N MARCONI BLVD,Hickory Garage,Transportation - Parking Lot/Garage,,Y,N,,{EA6A26FD-B027-4561-AAD6-7E77ED388DA3},https://columbusparking.spplus.com/101-w-hickory-st.html,,,,,,
1811118.93909138,706831.943484142,20424519,667576,2364 W MOUND ST,St. Agnes Church,Public Places - House of Worship,,Y,N,,{5AB986BA-C255-4924-9A80-BDD5D24CD491},,,,,,,
1832850.69418421,713548.74665156,20424520,621497,578 E MAIN ST,Catholic Diocese of Columbus,Office - Non-Profit,,Y,N,,{CACA5CA1-19D0-4C08-94EA-C4DD4F660307},,,,,,,
1828982.31576614,688456.367046401,20424521,680523,3540 S HIGH ST,Columbus Metropolitan Library - South High,Public Places - Library,,Y,N,,{71AB48CF-9640-44CA-9637-F88B5EEAA46E},http://www.columbuslibrary.org/locations,,,,,,
1794077.36917198,728059.232394308,20424522,567542,2190 WESTBELT DR,OHM International,Retail - Services,,Y,N,,{197F8C3A-ADAC-4628-9D2F-08AA87C59018},,,,,,,
1829022.78025214,695285.452141479,20424523,628082,60 W CASTLE RD,Shamrock Club of Columbus,Public Places - Other,,Y,N,,{BA91D5DE-EBD7-4720-8436-2311C2D7701C},,,,,,,
1849024.39904147,761124.332930639,20424524,664683,5755 WESTERVILLE RD,Franklin Equipment,Retail - Commercial/Retail,,Y,N,,{BCE44510-D307-4095-AA55-547822D737B7},,,,,,,
1807711.73363547,717839.755786061,20424525,468770,727 HARRISON DR,Key Finishes,Retail - Services,,Y,N,,{6F15CC57-B2D5-4714-879A-5FF418DF0667},,,,,,,
1874358.25486971,721669.58441247,20424526,1247838,6206 E BROAD ST,Sonic Drive-In,Retail - Restaurant,,Y,N,,{51F312F1-8BF3-4504-9DCB-3E6656CD67D1},,,,,,,
1831633.17234105,778053.059899896,20424527,1172342,8317 MARKET EXCHANGE DR,Cottage Inn Pizza,Retail - Restaurant,,Y,N,614-888-8488,{FC532431-2D2C-42D7-969F-B6B610F27A49},,,,,,,
1874876.97955406,703138.404939473,20424528,962690,2484 SCARBOROUGH SQ,Allstate Insurance,Office - Corporate,,Y,N,6144884020,{03110EBA-12E0-4113-9CE3-F4E9E08F5CC7},,,,,,,
1783688.1511053,703869.99566789,20424529,1187440,984 GALLOWAY RD,Cocumelli Family Medicine,Medical - Physician,,Y,N,614-219-2034,{7071F557-9528-4378-A87D-CB55D5D1C552},,,,Y,,,
1844098.52142605,702040.592830643,20424530,1275290,1989 CAMARO AVE,Yellow Cab ,Retail - Services,,Y,N,,{55F7AD3B-5F74-4EE1-B743-F2A5EE1CB910},,,,,,,
1835361.73542197,718496.790561229,20424531,1290327,1011 MT VERNON AVE,Renegade Records,Retail - Commercial/Retail,,Y,N,,{21E4129A-63BA-4FAB-BD7A-40D22757214A},,,,,,,
1848820.39420013,758072.335753813,20424532,409448,3385 E DUBLIN-GRANVILLE RD,Waffle House,Retail - Restaurant,,Y,N,,{A1FCEE2C-305A-4381-9357-2BA32DB191A1},,,,,,,
1795850.38301438,725277.378377974,20424533,630597,1777 ARLINGATE LN,Anthony-Thomas Candy Manufacturing ,Industrial - Manufacturing,,Y,N,,{E145F967-EC93-4CDD-ADB6-F71C0B1A7DC5},,,,,,,
1862963.83540139,697630.322779804,20424534,241323,4501 REFUGEE RD,Masjid Namrah,Public Places - House of Worship,,Y,N,,{299B6433-7A1D-41B3-922F-A79F8B1D636E},,,,,,,
1828956.85682756,709168.906657979,20424535,629280,787 S HIGH ST,Salon Lofts,Retail - Services,,Y,N,,{679717FD-05FF-4E58-96A5-48C37895B9FE},,,,,,,
1817792.72036321,715785.756613225,20424536,605263,1330 MCKINLEY AVE,Barons Bus,Transportation - Bus,,Y,N,614-351-5353,{B83B70E5-34D7-466A-8C05-EB3A9C7135D3},,,,,,,
1838580.35693747,726178.370342389,20424537,528270,1264 LEE AVE,Lee Avenue United Methodist Church,Public Places - House of Worship,,Y,N,,{1FE3E8E8-D98E-42A4-91E6-6623C83C58ED},,,,,,,
1835227.91908856,767014.3437884,20424538,786238,1489 SCHROCK RD,Video Game Music Exchange,Retail - Commercial/Retail,,Y,N,,{5C0E81A8-0209-4013-B19F-4FC5B836B6BB},,,,,,,
1827245.2037548,774893.524224222,20424539,1174776,7913 STATION ST,Engineering Inventions,Office - Corporate,,Y,N,,{617F20FB-CDC5-4326-9A20-2B906673E67F},,,,,,,
1802809.52920106,753675.786147982,20424540,1238272,4860 SAWMILL RD,Jimmy John's,Retail - Restaurant,,Y,N,6143892663,{F5BB62CB-9268-4EEB-AAC4-F9BD11208ADA},,,,,,,
1839576.35396121,782031.756338805,20424541,1244363,2124 POLARIS PKWY,Valvoline Instant Oil Change,Retail - Services,,Y,N,614-523-1165,{190E482A-B207-437B-977F-DC4B41679D21},,,,,,,
1821738.87388822,723578.817142561,20424542,486278,1245 OLENTANGY RIVER RD,Columbus Fish Market,Retail - Restaurant,,Y,N,866-297-7704,{DC43AC9C-00E1-47ED-9F0B-0FC38954A497},,,,,,,
1875471.27003214,702529.334307224,20424543,703516,2595 BRICE RD,Cirilla's ,Retail - Commercial/Retail,,Y,N,,{C28E4AD0-AD97-4075-9AC0-3E0904F396EA},,,,,,,
1852430.98245139,746914.242584482,20424544,1280530,4000 EASTON STATION,Gap,Retail - Commercial/Retail,,Y,N,,{DCEAAC18-1369-4A9B-9B5B-07AD206DA4F1},,,,,,,
1846535.71405822,733457.713395223,20424545,566492,1993 SUNBURY RD,Baha'i Faith,Public Places - House of Worship,,Y,N,,{72FADB89-0E4D-473A-9C7D-0B0924BC167D},,,,,,,
1844641.14304422,765120.021133482,20424546,949175,6345 PRESIDENTIAL GATEWAY,Gateway Film Center,Public Places - Theater/Concert Hall,,Y,N,,{916A6DC1-0E00-4C64-864C-DACF2BB2EDD8},,,,,,,
1845138.32380839,709800.360119477,20424547,662363,2133 E LIVINGSTON AVE,Wendy's,Retail - Restaurant,,Y,N,,{6F5EE0BE-F8DA-44A2-BDB0-09A9AAA84039},,,,,,,
1827509.31510322,687179.366647646,20424548,1240908,3763 S HIGH ST,Midwest Mattress & Furniture Outlet,Retail - Commercial/Retail,,Y,N,,{50562CC4-5F1E-4998-9A17-AFDE77E6E203},,,,,,,
1833252.50341997,734154.233655721,20424549,1037995,1036 E HUDSON ST,NY Auto Repair & Towing,Retail - Services,,Y,N,,{F1404CA9-F39F-4CAA-B82D-5FD0FBE3F5F8},,,,,,,
1830020.35404439,715457.377020642,20424550,1049853,250 E BROAD ST,Midland Building,Retail - Mixed Use,,Y,N,,{C29BD8AA-A775-4761-B2F2-9BF16C85AF11},,,,,,,
1831954.09952073,771727.356015891,20424551,1255122,7558 WORTHINGTON-GALENA RD,Subway,Retail - Restaurant,,Y,N,6144311590,{05F6B7C7-B28E-4986-B875-131A47155DAA},,,,,,,
1796427.41138789,740037.362309396,20424552,1240652,3718 FISHINGER BLVD,Jack's Pets,Retail - Commercial/Retail,,Y,N,6147848226,{829C4067-6616-4CD4-A1A1-D144C0C66759},,,,,,,
1806305.35849547,712338.376696974,20424553,646127,2925 W BROAD ST,West Gate Lodge F & AM No 623,Public Places - Other,,Y,N,,{6CC8658D-DE90-471A-A9ED-88201C9045B0},,,,,,,
1838414.66533972,760611.47601673,20424554,1048413,1990 E DUBLIN-GRANVILLE RD,Key Bank,Office - Bank,,Y,N,614-473-1300,{06C2EB5A-09AB-491D-9419-639472B51E95},,,,,,,
1877303.25685371,694600.3370419,20424555,499772,3675 GENDER RD,Columbus Fire Station 32,Emergency Response - Fire/EMS,COC,Y,N,,{F77A05C8-7576-4FF7-9D6A-DFB5B20A4C7B},https://www.columbus.gov/Templates/Detail.aspx?id=65223&page=all,,,,,,
1801676.85298872,753344.761219472,20424556,769154,2914 HAYDEN RD,Terry's Dogroom,Retail - Services,,Y,N,,{3DA6BAEA-2D76-42D4-AC2F-F7CF3DC86DFE},,,,,,,
1829762.35226381,714133.376715899,20424557,541931,200 E TOWN ST,Ohio Association of Realtors,Office - Non-Profit,,Y,N,,{1E87EE1D-E6D4-481C-931A-07D191DE3707},,,,,,,
1837783.40971246,760637.701686054,20424558,822198,1900 E DUBLIN-GRANVILLE RD,Ashland University,Education - College/University,,Y,N,,{30167920-1858-42AB-9E5D-4AFBC2DBA931},,,,,,,
1843925.52931798,730251.681093395,20424559,1279352,2365 MIDDLEHURST DR,South Mifflin STEM Academy,Education - Other,Columbus City Schools - Revised 07/22/19,Y,N,,{1BB92728-7E1C-493B-93D9-75FEF6098974},,,,,,,
1834036.70526364,718461.747324228,20424560,502606,331 N GARFIELD AVE,Emmanuel Tabernacle Baptist Church ,Public Places - House of Worship,,Y,N,,{8BBE1FD8-132E-40E2-B89E-60BDD2FEE9EB},,,,,,,
1860942.62651731,699170.318715557,20424561,1278404,2723 EASTLAND MALL,Glitter,Retail - Commercial/Retail,,Y,N,,{60FD391F-3F51-498A-9137-96C91F02EBAC},,,,,,,
1824486.7073033,712741.754499137,20424562,711125,527 W RICH ST,Signcom,Retail - Commercial/Retail,,Y,N,,{DC91EC20-2122-48A2-91A5-2390A7BCD788},,,,,,,
1815241.42494088,751205.354080975,20424563,708939,4730 KENNY RD,Dick Baker Roofing,Retail - Services,,Y,N,,{B5F1D874-0A20-4584-B12B-48BFAFBA4EEC},,,,,,,
1842196.41171323,761166.338424057,20424564,761971,5777 CLEVELAND AVE,Intercontinental Restuarant,Retail - Restaurant,Restaurant DB,Y,N,6142593931,{BDEAC88C-20A8-4D34-8B71-5DD771F2892F},,,,,,,
1843687.33130355,713525.362183899,20424565,406672,2000 E MAIN ST,Kroger,Retail - Grocery,CBLD1625189,Y,N,614-252-0761,{B2BB076A-F4B1-4520-8C11-5F3F3C94A137},,,,,,Y,Y
1827369.3649238,720935.380828395,20424566,568682,780 N HIGH ST,Short North Pint House,Retail - Restaurant,,Y,N,,{8583E45A-99A3-435B-AFED-E6D22577F1FB},,,,,,,
1874107.28555539,712415.330939397,20424567,1235707,6010 E MAIN ST,Main Street Chiropractic,Medical - Other,,Y,N,,{ADB087D2-AF01-4AFA-B383-32A724480216},,,,,,,
1838937.40018664,751410.350062057,20424568,1241568,4683 MORSE CENTRE,8 Ball Sports Bar & Billiards,Retail - Restaurant,,Y,N,,{8B25F677-2EDE-423C-AF97-D98B0775CF95},,,,,,,
1818791.37519005,725754.381689057,20424569,402709,1030 KING AVE,Kare-A-Lot,Education - Daycare,ODJFS 2170014400,,N,614-298-8933,{A94A3076-0645-4761-A02B-5B45F8FA1F0F},,,,,2,,
1807558.33367981,696723.372822061,20424570,72195,2976 HAUCK DR,Life Of Grace Family Child Care Services,Education - Daycare,ODJFS 2190019810,,N,614-806-3480,{6D174BE2-04AF-43F1-BD90-C829A270D0D3},,,,,0,,
1839910.39791255,750970.349301636,20424571,1252162,2230 MORSE RD,Waterbeds 'n' Stuff,Retail - Commercial/Retail,,Y,N,,{BC7ACFE7-3A7A-4338-98DB-E8938FD3ABF0},,,,,,,
1828594.35164705,712482.377065137,20424572,545580,344 S HIGH ST,Sofyano,Retail - Commercial/Retail,,Y,N,,{B1141D37-DF7D-42EB-91FF-C95F804995FE},,,,,,,
1796291.92182948,718229.685124308,20424573,1259947,4182 FISHER RD,Noise Suppression Technologies,Industrial - Warehouse,,Y,N,,{C4374B3B-B7B9-439B-AC71-98DB79DAF216},,,,,,,
1815627.2624238,741022.881663814,20424574,1284100,1088 THOMAS LN,St Timothy Catholic Church,Public Places - House of Worship,InfoGroup,Y,N,,{DBDF7BC5-5AB1-44B2-9F4B-B68A2F44B029},,,,,,,
1838618.51106064,758865.84400931,20424575,258421,1988 BROOKFIELD RD,Playtime Childcare,Education - Daycare,ODJFS 2220027330,,N,614-887-6116,{76217F1B-E433-4169-8451-B310F5D33D5E},,,,,0,,
1788322.38265046,723636.377066806,20424576,446040,1715 ATLAS ST,Monesi Trucking & Equipment Repair,Retail - Services,,Y,N,,{DF27AA9C-DD05-4201-BD25-CF65621D5BC2},,,,,,,
1835197.3748583,733858.3707304,20424577,660200,1277 E HUDSON ST,Sam's House Market,Retail - Commercial/Retail,,Y,N,,{9A79FBE5-CBFA-4D18-A3D6-806CA401CDA7},,,,,,,
1822987.10236289,747456.124374732,20424578,605358,4360 N HIGH ST,US Post Office,Government - Post Office,,Y,N,,{6E107385-9609-4B31-925A-7BB6245FBC42},,,,,,,
1827249.37631863,728457.384157062,20424579,1236699,124 14TH AVE,Phi Kappa Psi,Group Quarters - Dormitory,,Y,N,,{103B9BE1-DEA2-457E-A884-91979E234F71},,,,,,,
1872486.30126455,722463.32855989,20424580,1230996,170 TAYLOR STATION RD,Orthopedic One,Medical - Other,,Y,N,,{AE6793B3-D29C-431A-8226-21D15E021737},,,,,,,
1833004.07379872,779798.976027474,20424581,348172,1311 POLARIS PKWY,Osh Kosh B'gosh,Retail - Commercial/Retail,,Y,N,,{2B03D115-CEE6-4CF4-B4B9-CC6543A3C05D},,,,,,,
1801620.36688122,716641.377277315,20424582,685469,3575 FISHER RD,Cruisin Classics Auto Sales,Retail - Commercial/Retail,,Y,N,,{1CC88776-28E6-41E1-BD3D-88CF40041398},,,,,,,
1829694.55843614,710205.457734481,20424583,448494,672 S 3RD ST,St Mary Preschool,Education - Preschool,ODJFS 1000017970,,N,614-433-5307,{164B177F-2406-462E-8703-8C05AD97DC40},,,,,0,,
1839218.38322046,741973.35810931,20424584,1240619,1950 CLEVELAND-INNIS PLZ,Pizza Hut,Retail - Restaurant,,Y,N,,{49BE6227-F38B-4091-BC84-34CBFC0E6AAF},,,,,,,
1841825.39998806,754098.34501414,20424585,630237,4899 CLEVELAND AVE,Naty's Hair Design,Retail - Services,,Y,N,,{DABBCDAC-6797-4002-AD79-26B2BC028BC3},,,,,,,
1830936.60253997,760523.810509637,20424586,1317509,987 E DUBLIN-GRANVILLE RD,Advance Auto Parts,Retail - Commercial/Retail,,Y,N,,{A0D447F6-F49D-4980-A4BC-61D34E803F72},,,,,,,
1794497.34142914,699815.374512061,20424587,822748,1617 GEORGESVILLE SQUARE DR,GNC,Retail - Commercial/Retail,,Y,N,,{0F1EE1BF-A5CE-43A3-83D3-C5F9D43A996C},,,,,,,
1790581.42636073,722789.759993643,20424588,40974,5110 TRABUE RD,Honest Speed Shop,Retail - Commercial/Retail,,Y,N,,{ECE22D91-F969-4ECA-810F-B467A66D4795},,,,,,,
1837870.35442047,723442.370565057,20424589,1236498,1437 E 5TH AVE,A-1 Sil Auto Body Services,Retail - Services,,Y,N,,{398F24DE-5453-4D34-89D8-EAC72FE18134},,,,,,,
1865022.37820031,704455.993839726,20424590,847990,4777 HILTON CORPORATE DR,GC Services Limited Partnership,Office - Corporate,,Y,N,,{868AF2DB-41A8-4761-97FA-7EE54E08D55D},,,,,,,
1826540.88134456,727710.499824062,20424591,76,24 E 12TH AVE,Cluck-A-Doodle-Doo,Retail - Restaurant,,Y,N,6143195818,{7AFE52CE-C1B9-42E0-90B3-90E402BB4CE2},,,,,,,
1824927.47052939,777855.328668058,20424592,1239724,104 DILLMONT DR,Planet Fitness,Retail - Fitness Center,,Y,N,,{252D2D92-7285-4D6D-AF54-FEF702BDC8EC},,,,,,,
1836856.92534497,760944.971740812,20424593,1073560,1780 E DUBLIN-GRANVILLE RD,Multi Service La Madrina,Retail - Services,,N,N,6148951000,{53AE1695-F86D-453C-BB73-CD7B54D86776},,,,,,,
1852490.31763455,712825.35308522,20424594,564799,3163 E MAIN ST,Tires One 1 ,Retail - Services,,Y,N,,{697A0BED-6597-4E50-BDF8-7423BE01274D},,,,,,,
1850737.37396197,747954.341226056,20424595,662078,4047 MORSE CROSSING,Steak 'n Shake,Retail - Restaurant,,Y,N,,{A4C8ACFD-4DB0-420F-B86C-F1B63EC6E5C0},,,,,,,
